county,State,per capita income,median household income,median family income,population,number of households,County_State,Counts,website_count,OrganicYN,BakedgoodsYN,CheeseYN,CraftsYN,FlowersYN,EggsYN,SeafoodYN,HerbsYN,VegetablesYN,HoneyYN,JamsYN,MapleYN,MeatYN,NurseryYN,NutsYN,PlantsYN,PoultryYN,PreparedYN,SoapYN,TreesYN,WineYN,CoffeeYN,BeansYN,FruitsYN,GrainsYN,JuicesYN,MushroomsYN,PetFoodYN,TofuYN,WildHarvestedYN
Manatee,Florida,"$27,322 ","$47,876 ","$58,263 ","329,487","131,197","Manatee, Florida",2,2,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Rockingham,Virginia,"$27,298 ","$52,195 ","$60,869 ","76,885","29,440","Rockingham, Virginia",3,2,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
Madison,Virginia,"$27,296 ","$53,459 ","$60,441 ","13,249","5,024","Madison, Virginia",1,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cerro Gordo,Iowa,"$27,291 ","$44,795 ","$61,804 ","43,932","19,967","Cerro Gordo, Iowa",4,2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Orange,Vermont,"$27,289 ","$52,480 ","$63,253 ","28,966","11,962","Orange, Vermont",3,1,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
Adams,Pennsylvania,"$27,284 ","$59,492 ","$69,551 ","101,496","38,141","Adams, Pennsylvania",2,1,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
Yankton,South Dakota,"$27,268 ","$52,578 ","$67,897 ","22,518","8,698","Yankton, South Dakota",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steele,Minnesota,"$27,259 ","$56,480 ","$71,627 ","36,512","14,354","Steele, Minnesota",2,1,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Maricopa,Arizona,"$27,256 ","$53,596 ","$63,910 ","3,889,161","1,411,727","Maricopa, Arizona",40,35,12.0,25.0,19.0,19.0,14.0,22.0,16.0,24.0,30.0,25.0,25.0,5.0,15.0,0.0,15.0,20.0,13.0,25.0,25.0,8.0,3.0,24.0,16.0,30.0,11.0,19.0,10.0,18.0,3.0,6.0
Tioga,New York,"$27,230 ","$55,726 ","$66,950 ","50,789","20,202","Tioga, New York",3,0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
Hamilton,Tennessee,"$27,229 ","$46,702 ","$60,329 ","340,973","135,496","Hamilton, Tennessee",7,4,6.0,7.0,5.0,6.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,3.0,7.0,0.0,5.0,6.0,6.0,6.0,7.0,3.0,1.0,7.0,0.0,7.0,2.0,4.0,5.0,3.0,0.0,5.0
Griggs,North Dakota,"$27,197 ","$45,542 ","$63,150 ","2,370","1,149","Griggs, North Dakota",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Floyd,Indiana,"$27,185 ","$53,961 ","$66,670 ","75,120","29,087","Floyd, Indiana",3,2,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
Richmond City,Virginia,"$27,184 ","$40,496 ","$48,681 ","207,878","84,833","Richmond City, Virginia",7,6,2.0,6.0,6.0,5.0,5.0,6.0,3.0,6.0,6.0,5.0,5.0,1.0,5.0,1.0,2.0,4.0,5.0,5.0,5.0,1.0,0.0,4.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0
Chaffee,Colorado,"$27,182 ","$46,504 ","$59,631 ","18,063","7,832","Chaffee, Colorado",3,0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
McCone,Montana,"$27,161 ","$46,667 ","$59,375 ","1,794",760,"McCone, Montana",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamoille,Vermont,"$27,157 ","$52,686 ","$64,500 ","24,670","10,046","Lamoille, Vermont",5,3,4.0,4.0,2.0,3.0,4.0,3.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0
Decatur,Kansas,"$27,154 ","$39,333 ","$44,243 ","2,933","1,482","Decatur, Kansas",1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passaic,New Jersey,"$27,152 ","$57,654 ","$67,890 ","502,854","162,543","Passaic, New Jersey",6,4,0.0,5.0,3.0,3.0,3.0,4.0,0.0,3.0,5.0,4.0,5.0,1.0,3.0,0.0,2.0,3.0,4.0,5.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,0.0,1.0,0.0,1.0
Boone,Iowa,"$27,149 ","$51,826 ","$67,769 ","26,310","10,574","Boone, Iowa",1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Hillsborough,Florida,"$27,149 ","$49,596 ","$59,894 ","1,257,913","471,340","Hillsborough, Florida",10,9,4.0,6.0,3.0,4.0,3.0,5.0,2.0,5.0,6.0,6.0,5.0,3.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,5.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0
Racine,Wisconsin,"$27,141 ","$54,090 ","$66,811 ","195,045","75,087","Racine, Wisconsin",6,1,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Lancaster,Nebraska,"$27,141 ","$51,574 ","$68,714 ","289,873","115,237","Lancaster, Nebraska",6,5,5.0,5.0,2.0,4.0,5.0,5.0,0.0,5.0,6.0,5.0,5.0,3.0,4.0,0.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0
Brown,South Dakota,"$27,138 ","$51,398 ","$64,824 ","36,982","15,590","Brown, South Dakota",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walworth,Wisconsin,"$27,130 ","$54,020 ","$68,838 ","102,619","39,929","Walworth, Wisconsin",6,2,2.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,4.0,4.0,4.0,2.0,2.0,0.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
Carroll,Illinois,"$27,118 ","$47,985 ","$56,063 ","15,199","6,671","Carroll, Illinois",2,2,0.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
Mills,Iowa,"$27,101 ","$63,076 ","$75,167 ","14,983","5,375","Mills, Iowa",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lebanon,Pennsylvania,"$27,074 ","$54,818 ","$64,877 ","134,411","52,023","Lebanon, Pennsylvania",3,2,2.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0
Skagit,Washington,"$27,065 ","$55,925 ","$64,951 ","117,641","45,293","Skagit, Washington",5,5,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0
Green,Wisconsin,"$27,060 ","$55,584 ","$68,493 ","36,901","14,640","Green, Wisconsin",3,1,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Dearborn,Indiana,"$27,058 ","$56,946 ","$70,251 ","49,975","18,556","Dearborn, Indiana",2,1,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
Washington,Oklahoma,"$27,053 ","$48,687 ","$58,761 ","51,329","21,332","Washington, Oklahoma",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oneida,Wisconsin,"$27,041 ","$45,759 ","$58,214 ","35,868","15,797","Oneida, Wisconsin",2,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Shelby,Kentucky,"$27,039 ","$57,298 ","$70,044 ","42,911","15,469","Shelby, Kentucky",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buchanan,Iowa,"$27,038 ","$55,553 ","$69,097 ","20,954","8,187","Buchanan, Iowa",2,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette,Texas,"$27,032 ","$48,015 ","$60,929 ","24,662","9,999","Fayette, Texas",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairfield,Ohio,"$27,031 ","$58,786 ","$70,352 ","147,110","54,309","Fairfield, Ohio",2,2,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
Grand Forks,North Dakota,"$27,026 ","$46,745 ","$70,875 ","67,357","27,465","Grand Forks, North Dakota",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leavenworth,Kansas,"$27,017 ","$63,435 ","$77,727 ","77,002","26,358","Leavenworth, Kansas",1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Brevard,Florida,"$27,009 ","$48,039 ","$59,810 ","545,667","220,277","Brevard, Florida",6,4,1.0,3.0,4.0,3.0,0.0,4.0,1.0,4.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,3.0,4.0,3.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0
Pennington,South Dakota,"$27,000 ","$50,833 ","$64,273 ","102,752","40,723","Pennington, South Dakota",2,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Greene,Virginia,"$26,998 ","$59,358 ","$70,074 ","18,577","6,897","Greene, Virginia",1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariposa,California,"$26,988 ","$49,820 ","$62,278 ","18,061","7,238","Mariposa, California",2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Thayer,Nebraska,"$26,965 ","$44,422 ","$53,493 ","5,187","2,343","Thayer, Nebraska",2,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Louisa,Virginia,"$26,956 ","$54,518 ","$66,882 ","33,384","13,046","Louisa, Virginia",2,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Winnebago,Wisconsin,"$26,955 ","$51,010 ","$66,466 ","167,860","68,140","Winnebago, Wisconsin",8,8,5.0,7.0,7.0,8.0,5.0,6.0,4.0,6.0,7.0,7.0,8.0,7.0,6.0,0.0,3.0,5.0,6.0,7.0,6.0,0.0,0.0,6.0,0.0,6.0,1.0,1.0,5.0,1.0,0.0,0.0
Aransas,Texas,"$26,953 ","$42,476 ","$55,880 ","23,627","9,834","Aransas, Texas",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlevoix,Michigan,"$26,947 ","$45,949 ","$56,236 ","26,030","10,667","Charlevoix, Michigan",3,2,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0
Campbell,Kentucky,"$26,945 ","$54,306 ","$69,837 ","90,606","35,203","Campbell, Kentucky",5,5,2.0,5.0,2.0,1.0,4.0,2.0,0.0,4.0,4.0,5.0,5.0,2.0,1.0,0.0,0.0,5.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0
King William,Virginia,"$26,940 ","$62,670 ","$68,397 ","15,959","5,998","King William, Virginia",1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Fremont,Iowa,"$26,930 ","$50,520 ","$61,389 ","7,291","2,965","Fremont, Iowa",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandoval,New Mexico,"$26,924 ","$58,017 ","$65,768 ","133,503","47,164","Sandoval, New Mexico",7,3,1.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
Cleveland,Oklahoma,"$26,920 ","$54,989 ","$69,531 ","261,047","96,701","Cleveland, Oklahoma",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sussex,Delaware,"$26,908 ","$52,710 ","$61,308 ","200,632","76,444","Sussex, Delaware",15,12,5.0,12.0,8.0,4.0,12.0,10.0,3.0,11.0,12.0,12.0,11.0,1.0,9.0,1.0,2.0,9.0,4.0,8.0,10.0,6.0,2.0,5.0,0.0,11.0,1.0,3.0,6.0,3.0,0.0,1.0
Jefferson,Louisiana,"$26,908 ","$48,261 ","$61,131 ","433,477","167,251","Jefferson, Louisiana",3,3,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0
Jefferson,Alabama,"$26,906 ","$45,429 ","$59,095 ","658,552","259,634","Jefferson, Alabama",17,7,1.0,8.0,4.0,4.0,3.0,3.0,1.0,5.0,11.0,10.0,10.0,1.0,2.0,1.0,1.0,6.0,3.0,5.0,5.0,4.0,0.0,4.0,1.0,9.0,3.0,4.0,1.0,3.0,0.0,3.0
Thomas,Kansas,"$26,903 ","$48,187 ","$71,777 ","7,902","3,120","Thomas, Kansas",1,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Boone,Missouri,"$26,895 ","$48,627 ","$70,096 ","165,776","65,649","Boone, Missouri",7,4,3.0,5.0,2.0,5.0,2.0,5.0,0.0,4.0,6.0,4.0,5.0,0.0,4.0,1.0,1.0,5.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0
Lexington,South Carolina,"$26,886 ","$54,061 ","$66,099 ","266,575","103,742","Lexington, South Carolina",7,3,0.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,1.0,5.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
Kandiyohi,Minnesota,"$26,880 ","$50,149 ","$62,904 ","42,265","17,120","Kandiyohi, Minnesota",2,1,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Hays,Texas,"$26,873 ","$58,651 ","$75,729 ","164,144","56,459","Hays, Texas",5,4,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Santa Rosa,Florida,"$26,861 ","$57,703 ","$66,006 ","155,579","57,368","Santa Rosa, Florida",2,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Phelps,Nebraska,"$26,856 ","$50,000 ","$65,884 ","9,186","3,808","Phelps, Nebraska",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheridan,Kansas,"$26,841 ","$48,674 ","$57,244 ","2,553","1,099","Sheridan, Kansas",1,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Brunswick,North Carolina,"$26,839 ","$46,438 ","$54,220 ","110,324","47,600","Brunswick, North Carolina",2,2,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Marshall,Minnesota,"$26,834 ","$52,198 ","$65,057 ","9,454","4,080","Marshall, Minnesota",2,1,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
McLeod,Minnesota,"$26,824 ","$55,170 ","$67,968 ","36,321","14,716","McLeod, Minnesota",3,2,1.0,3.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0
Dallas,Texas,"$26,816 ","$49,481 ","$55,113 ","2,412,481","858,332","Dallas, Texas",11,9,3.0,9.0,8.0,8.0,6.0,9.0,4.0,8.0,9.0,9.0,9.0,1.0,8.0,1.0,8.0,7.0,8.0,6.0,9.0,5.0,5.0,7.0,1.0,8.0,4.0,7.0,6.0,4.0,2.0,3.0
Bernalillo,New Mexico,"$26,814 ","$48,801 ","$60,740 ","667,092","263,135","Bernalillo, New Mexico",8,5,3.0,3.0,4.0,5.0,3.0,5.0,1.0,2.0,6.0,5.0,3.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,4.0,3.0,0.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0
Butler,Ohio,"$26,813 ","$56,610 ","$69,799 ","369,650","134,612","Butler, Ohio",5,2,1.0,3.0,1.0,3.0,2.0,3.0,0.0,2.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0
Smith,Kansas,"$26,811 ","$45,556 ","$51,914 ","3,790","1,726","Smith, Kansas",1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niobrara,Wyoming,"$26,797 ","$38,438 ","$57,024 ","2,495","1,045","Niobrara, Wyoming",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blanco,Texas,"$26,781 ","$49,487 ","$68,598 ","10,562","4,036","Blanco, Texas",1,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Lincoln,Minnesota,"$26,767 ","$47,861 ","$63,201 ","5,854","2,485","Lincoln, Minnesota",2,0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Baldwin,Alabama,"$26,766 ","$50,221 ","$60,864 ","187,114","73,283","Baldwin, Alabama",4,1,0.0,3.0,0.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Jones,Iowa,"$26,762 ","$55,041 ","$64,955 ","20,637","8,063","Jones, Iowa",2,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St. Charles,Louisiana,"$26,756 ","$58,758 ","$66,392 ","52,627","18,547","St. Charles, Louisiana",2,2,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Macomb,Michigan,"$26,748 ","$53,451 ","$66,612 ","845,197","332,818","Macomb, Michigan",8,7,4.0,8.0,2.0,8.0,8.0,7.0,3.0,7.0,8.0,7.0,8.0,6.0,3.0,0.0,3.0,7.0,2.0,7.0,7.0,3.0,0.0,7.0,2.0,8.0,2.0,4.0,5.0,4.0,0.0,4.0
